item_id,category,brand,price,cost,launch_date
i200936,Fashion,ClassicCloth,85.42,55.87,2024-11-01
i200937,Home,HomeEase,163.0,68.32,2025-02-19
i200938,Beauty,GlowUp,100.5,70.36,2023-05-09
i200939,Home,HomeEase,263.17,127.01,2023-03-04
i200940,Grocery,DailyGood,61.05,24.56,2025-10-28
i200941,Fashion,UrbanStyle,338.8,137.49,2025-01-17
i200942,Electronics,GigaPro,2190.96,1157.88,2023-06-11
i200943,Toys,Playful,264.13,175.98,2025-09-25
i200944,Toys,FunTime,83.2,48.42,2024-08-02
i200945,Grocery,FreshFarm,27.24,10.91,2024-01-24
i200946,Grocery,DailyGood,34.84,21.4,2024-04-04
i200947,Home,CasaBella,215.56,113.81,2025-08-31
i200948,Toys,Playful,114.6,78.23,2023-06-02
i200949,Grocery,PantryPlus,21.39,11.69,2025-07-10
i200950,Grocery,DailyGood,185.22,134.36,2025-09-12
i200951,Fashion,TrendWear,109.53,67.32,2025-05-18
i200952,Toys,KidJoy,89.63,57.53,2023-10-20
i200953,Grocery,FreshFarm,53.18,22.12,2025-02-15
i200954,Sports,MoveWell,93.2,60.41,2025-03-16
i200955,Fashion,ClassicCloth,463.27,197.35,2025-11-15
i200956,Electronics,Techio,506.15,212.4,2024-04-17
i200957,Electronics,GigaPro,309.42,211.92,2025-11-20
i200958,Fashion,TrendWear,226.27,127.4,2023-09-12
i200959,Sports,Sportive,250.94,183.85,2023-06-27
i200960,Home,HomeEase,24.68,19.43,2025-09-12
i200961,Home,CasaBella,74.6,56.24,2023-05-16
i200962,Electronics,Techio,1212.73,922.41,2025-06-26
i200963,Fashion,UrbanStyle,132.25,56.97,2023-07-07
i200964,Beauty,GlowUp,41.05,17.91,2024-10-04
i200965,Sports,ProFit,167.81,93.73,2025-07-13
i200966,Grocery,FreshFarm,31.3,24.72,2025-03-15
i200967,Beauty,GlowUp,113.62,47.17,2023-11-01
i200968,Home,ComfortCo,274.85,148.95,2024-05-04
i200969,Toys,KidJoy,109.25,68.22,2024-02-03
i200970,Grocery,PantryPlus,60.13,26.51,2024-09-02
i200971,Home,CasaBella,164.22,115.91,2025-11-24
i200972,Toys,Playful,67.23,39.54,2023-08-12
i200973,Grocery,DailyGood,167.29,82.53,2025-05-06
i200974,Fashion,TrendWear,232.98,156.46,2025-01-02
i200975,Beauty,PureSkin,87.01,53.56,2024-08-01
i200976,Fashion,ClassicCloth,65.87,35.97,2025-03-09
i200977,Home,ComfortCo,408.58,302.33,2023-05-05
i200978,Beauty,Beautify,59.3,27.01,2025-01-30
i200979,Grocery,DailyGood,22.09,12.98,2024-01-08
i200980,Electronics,NovaTek,601.29,386.76,2024-12-03
i200981,Grocery,PantryPlus,47.96,22.15,2025-07-16
i200982,Electronics,GigaPro,1559.85,1104.46,2025-10-05
i200983,Fashion,UrbanStyle,216.41,127.35,2025-03-24
i200984,Electronics,ElecMax,4646.86,2071.91,2024-05-12
i200985,Toys,KidJoy,177.49,128.66,2024-06-01
i200986,Electronics,ElecMax,3734.37,2052.28,2023-01-28
i200987,Grocery,DailyGood,147.38,109.12,2024-05-06
i200988,Grocery,PantryPlus,21.39,16.39,2023-06-05
i200989,Fashion,UrbanStyle,250.83,116.5,2023-05-26
i200990,Grocery,PantryPlus,149.95,104.93,2025-06-18
i200991,Fashion,UrbanStyle,324.48,157.12,2023-07-28
i200992,Fashion,TrendWear,144.98,68.32,2024-01-30
i200993,Fashion,TrendWear,179.96,82.67,2024-02-03
i200994,Beauty,GlowUp,57.31,35.2,2024-04-11
i200995,Grocery,PantryPlus,75.26,43.94,2023-04-09
i200996,Electronics,ElecMax,270.6,144.95,2025-06-14
i200997,Fashion,ClassicCloth,548.25,296.1,2024-04-23
i200998,Fashion,UrbanStyle,253.73,185.59,2023-05-31
i200999,Electronics,ElecMax,2961.69,1946.98,2023-11-20
